,ECG
189,0.3727036797552858
190,0.3228604138458122
191,0.27057378329210696
192,0.21849693527871256
193,0.16900856713153906
194,0.12421155967137892
195,0.0859043673770608
196,0.05532169423668955
197,0.03188110088055434
198,0.014452223518680422
199,0.0019938718193057807
200,-0.006447963708871822
201,-0.011740111716694502
202,-0.014662220014543778
203,-0.0159067555723415
204,-0.016078752371944813
205,-0.015680166374717044
206,-0.015001768123367135
207,-0.014102570338749511
208,-0.013178415967082281
209,-0.01234446884783078
210,-0.011624106528686187
211,-0.010949541105614718
212,-0.010161969139059422
213,-0.009011571653940318
214,-0.007157526006134217
215,-0.004267006583184047
216,0.0008704440811709514
217,0.01077918804338796
218,0.027553361246098862
219,0.05276390096508961
220,0.08745854580930575
221,0.13235956268749832
222,0.18330872724354463
223,0.23089593908866046
224,0.2672084916055794
225,0.2861159326375051
226,0.28329467623532156
227,0.25679891997165255
228,0.21279431885403602
229,0.16090546058665622
230,0.10904234293635909
231,0.06331760389765514
232,0.02858388798668417
233,0.0064165991631943515
234,-0.01398400909456749
235,-0.043377732850976826
236,-0.09074144258317304
237,-0.16317018378967302
238,-0.20563485531601897
239,-0.054378873379772
240,0.35420361256856797
241,0.914785216155172
242,1.166766204016338
243,0.8424808148286801
244,0.24268659283493726
245,-0.19071477943832735
246,-0.3044020195558064
247,-0.23259568679477083
248,-0.12255228705459771
249,-0.05617340864869936
250,-0.03459400801402951
251,-0.026320316131973276
252,-0.016382200264866746
253,-0.002193244878040666
254,0.01706345762542279
255,0.04251126525514605
256,0.07456786229138689
257,0.1131319821385688
258,0.15827140235460252
259,0.20759318469937552
260,0.25776484643169867
261,0.30560540727882396
262,0.34808538943646233
263,0.3823268175687662
264,0.40560321880834493
265,0.4153398312655414
266,0.40904193767143704
267,0.3867914873914001
268,0.3519569721959233
269,0.307878250478487
270,0.25772048923656293
271,0.2044739115085347
272,0.15095151616025068
273,0.09979014972312433
274,0.05345194969992252
275,0.014170700187709776
276,-0.01740839086680524
277,-0.04214749345384412
278,-0.06094865793167503
279,-0.07469342728771845
280,-0.08424283713855481
281,-0.09043741572991877
282,-0.09409718393670267
283,-0.09602165526295522
284,-0.096987400461268
285,-0.09743209297334615
286,-0.09753124602133771
287,-0.09746213881164142
288,-0.09733321984067046
289,-0.09719667515434766
290,-0.09704845313757239
291,-0.09682826451422033
292,-0.09641892942205983
293,-0.09564367348859099
294,-0.09440985176999289
295,-0.09168092486947758
296,-0.08574603833710216
297,-0.07487601203220579
298,-0.05731178676532752
299,-0.031244559824639067
300,0.005343819314047509
301,0.05333136091361594
302,0.10471262298841867
303,0.1510261378514962
304,0.1852770058369824
305,0.2019368953001209
306,0.19694490622735822
307,0.16827532313178467
308,0.12251430300412887
309,0.07032923153999737
310,0.01988099515235216
311,-0.023326466588538635
312,-0.05644616250079889
313,-0.07907991346853266
314,-0.09615909995862798
315,-0.12264247952494378
316,-0.1763987530455304
317,-0.25770128101854134
318,-0.2657148653742336
319,-0.07301225004469336
320,0.40009678290997996
321,0.9138932643487596
322,1.0520250197070284
323,0.6148022538496819
324,0.029571768575248535
325,-0.33269248057721856
326,-0.3983442267164499
327,-0.2940716093784604
328,-0.18396986645685953
329,-0.13140299123867902
330,-0.11415412331166523
331,-0.10419121542958554
332,-0.09260865932987464
333,-0.0767615923236524
334,-0.05551232012188242
335,-0.028384838557706377
336,0.005195670526970391
337,0.045081282758701526
338,0.09031619458857709
339,0.13914781620117528
340,0.18903152909229648
341,0.23663757321233947
342,0.27863139331692927
343,0.31130561614125163
344,0.33151202180362094
345,0.33738320227948054
346,0.3283325614013956
347,0.3050550058906646
348,0.26938935784777784
349,0.2239964117479879
350,0.17296623630005453
351,0.12000294142171383
352,0.06821027230698838
353,0.020091609426170665
354,-0.02245017817809041
355,-0.05804404575952129
356,-0.08617327921013385
357,-0.10772049100975452
358,-0.12364390222015817
359,-0.1348553307879418
360,-0.14221445808306352
361,-0.146528649935306
362,-0.14855295663427814
363,-0.14899011292941347
364,-0.1484905380299714
365,-0.14755040259696056
366,-0.14623133737140162
367,-0.14479728171616008
368,-0.14343188705665794
369,-0.14219050734709726
370,-0.14102776828288818
371,-0.1397996463164432
372,-0.1382634686571761
373,-0.1360779132715024
374,-0.13280300888283914
375,-0.12810838123434728
376,-0.12050085559229
377,-0.10665072123667624
378,-0.08427142979982677
379,-0.052302799357480154
380,-0.010846733278840944
381,0.03885471861384357
382,0.09243236315400866
383,0.14002819500026895
384,0.17313593126733237
385,0.18574841464377317
386,0.17437245598245066
387,0.14114043018910516
388,0.09458328558880005
389,0.04302978085862485
390,-0.006074304400219865
391,-0.04672809912280501
392,-0.07684945061519255
393,-0.09763756039983039
394,-0.11661608637296603
395,-0.14796117694493088
396,-0.21237434341553105
397,-0.28678736331562055
398,-0.24342225913598736
399,0.034497194473837964
400,0.5748117392278606
401,1.0047994047240842
402,0.9453391822922634
403,0.39662053639746775
404,-0.1387998653780347
405,-0.3839402184646532
406,-0.35602559558235053
407,-0.23911602832699358
408,-0.15031808977636674
409,-0.11345945571310367
410,-0.09855249709372212
411,-0.0863490339673857
412,-0.06940549289898504
413,-0.0481311044037098
414,-0.021196832721858138
415,0.011973950989267214
416,0.05135745021788818
417,0.09634452974709559
418,0.14629650643287637
419,0.1982828353027412
420,0.24856558359528919
421,0.2937687589188364
422,0.3308756995559354
423,0.3572290744633796
424,0.37053088327219574
425,0.36875659810906775
426,0.34986235294710416
427,0.3171136292016091
428,0.2748362699763328
429,0.2268494991224583
430,0.17645069541675315
431,0.1264470198337115
432,0.0791589997785892
433,0.03642052908737693
434,-0.0004211319731816435
435,-0.03050535670559602
436,-0.05348739015137653
437,-0.07002108403273748
438,-0.08132224311727604
439,-0.08849106804838569
440,-0.09248601006370388
441,-0.09412996178379616
442,-0.09411166226731371
443,-0.09298569701099191
444,-0.09117249794965035
445,-0.08895833548883231
446,-0.08639079033114543
447,-0.08363780796304235
448,-0.08094775901545126
449,-0.07842211643555992
450,-0.07601981787910761
451,-0.07355357224484799
452,-0.07068813131514957
453,-0.06694028901140024
454,-0.06168000905442607
455,-0.054165039121815965
456,-0.04155956170248688
457,-0.02108762085029914
458,0.008751775748029187
459,0.048187451678698506
460,0.09634594606294508
461,0.14903878535414844
462,0.19562287422795002
463,0.22744373619300984
464,0.23893182946107455
465,0.22760254694697596
466,0.19435924451914166
467,0.1472480933365607
468,0.09648965643997873
469,0.04969091279788938
470,0.011733971128702126
471,-0.014968694697995107
472,-0.030725155740279366
473,-0.04903059952172232
474,-0.08389950046806129
475,-0.1466215696208462
476,-0.22872557255665035
477,-0.1547064599797178
478,0.18439823458402804
479,0.7180141009493495
480,1.1291251839208822
481,0.9799118637629011
482,0.4048525279216796
483,-0.10499018294545025
484,-0.31417973802448473
485,-0.2676249247497848
486,-0.14267561494568862
487,-0.06093728278982234
488,-0.02864734813849066
489,-0.01584530220196893
490,-0.004886512215416591
491,0.01124789566355042
492,0.03173905468457213
493,0.057929056911877184
494,0.09045668295309224
495,0.12932750744482674
496,0.1739897346992868
497,0.22355499800553383
498,0.2750713670400415
499,0.32516337104755566
