,ECG
101,0.15074213215198565
102,0.19203751625666426
103,0.23767410936181482
104,0.28653048886486093
105,0.3358546768115166
106,0.38222479128442505
107,0.4226297226742028
108,0.4544703293644966
109,0.4755594377319846
110,0.48412184214637505
111,0.47847732272746973
112,0.4574515661161087
113,0.42458724112174984
114,0.38360275696762336
115,0.3377804897173395
116,0.2899751294404019
117,0.242613680278983
118,0.19769546044793107
119,0.15679210223476597
120,0.12104755199967986
121,0.09117807017553713
122,0.06747223126787467
123,0.04975151734888046
124,0.0371171579062499
125,0.028544073046388285
126,0.023128213821203662
127,0.020091162278642015
128,0.018771716973606613
129,0.018624800702548246
130,0.019221460503465466
131,0.020248867655904616
132,0.02151031768095959
133,0.022924527226333098
134,0.02443214663811613
135,0.02591605291995809
136,0.027299056275444905
137,0.028552034376028393
138,0.0296939323610264
139,0.03079176283762257
140,0.03196060588086649
141,0.03336360903367351
142,0.035207737138389865
143,0.037766112846649276
144,0.0424651886643837
145,0.051081897189217636
146,0.06533213873553793
147,0.0868629758729902
148,0.117251836174741
149,0.15805342412004053
150,0.20570235290465344
151,0.2533007664676459
152,0.29439083010383527
153,0.3229787936215528
154,0.3335203616303649
155,0.3210970574954779
156,0.2882759838627456
157,0.24416369189418832
158,0.19646027244970765
159,0.1511484566472276
160,0.11249361586269462
161,0.08304376173007826
162,0.06339556956403893
163,0.049837951496322294
164,0.03260183133537847
165,-0.004389435056475423
166,-0.07550348342184217
167,-0.12758002020056777
168,-0.050139716307338295
169,0.2656425266486285
170,0.7871276642103102
171,1.1927182868719304
172,1.0972701210952565
173,0.569470190930028
174,0.048292445409693505
175,-0.2104878793203109
176,-0.20867629131850163
177,-0.09494762495710961
178,-0.002042027908608711
179,0.03874360422809269
180,0.05277813776085152
181,0.058899117337050805
182,0.06781254946751952
183,0.08238462788994202
184,0.10075663347691037
185,0.12452779664040578
186,0.15421752389399562
187,0.18980112299537893
188,0.23077543492439737
189,0.27663414934175007
190,0.3246204750677265
191,0.3714430433798466
192,0.4140877182034846
193,0.44981759611187205
194,0.4761743225464125
195,0.4910056460151181
196,0.4924646596969884
197,0.4787340510287249
198,0.4513167744597747
199,0.41370399134093166
200,0.3691143798186901
201,0.32049088146293664
202,0.2705007012669537
203,0.22153530764740792
204,0.17570996910782113
205,0.13483500554070063
206,0.10039889058353588
207,0.07319319971073661
208,0.052437351347247654
209,0.03711519363195212
210,0.026281429270663226
211,0.01906336271517289
212,0.014661331872221652
213,0.012348708103501652
214,0.011471928002561537
215,0.01146660428669171
216,0.011883748516543016
217,0.01246256478859789
218,0.013132551952183496
219,0.013814342844560241
220,0.014453068011586252
221,0.015018355707716983
222,0.015504331896005795
223,0.01592962024810357
224,0.016337342144258835
225,0.016791952701859965
226,0.01737669219078693
227,0.01831417635217209
228,0.020146203106940812
229,0.023800319495002942
230,0.030596216656789958
231,0.04224868132339469
232,0.0608613168574996
233,0.08919864446944155
234,0.1276730448360328
235,0.17221882276862854
236,0.21792381639062877
237,0.2591873589902069
238,0.28972637195561257
239,0.30257540351361834
240,0.2912859895053344
241,0.2593761601835634
242,0.21500533704668628
243,0.1653433645840768
244,0.11652203741982975
245,0.0736366807576681
246,0.04044797216691805
247,0.01689583299536478
248,0.0010857609880809663
249,-0.0167945174422853
250,-0.055641259536268174
251,-0.12726864541719443
252,-0.18403829483628917
253,-0.11404856871004616
254,0.20031461143051243
255,0.7230758162044223
256,1.122120318282763
257,1.0170896940765997
258,0.4824250494970918
259,-0.03475868623272329
260,-0.28765434021904984
261,-0.28109432103300963
262,-0.16568798991266903
263,-0.07375011660379811
264,-0.03455280351383733
265,-0.02103368236631737
266,-0.014032092195934768
267,-0.0038759089874314777
268,0.010312802746264251
269,0.028718318064995123
270,0.05250181294375488
271,0.08208775457341466
272,0.11746166826592348
273,0.15841307520290246
274,0.20408592763297634
275,0.2514402055728741
276,0.2974549821020036
277,0.33929433878029686
278,0.3743143918130347
279,0.40006528722482115
280,0.4142912008595952
281,0.4149127085896723
282,0.40018791780971336
283,0.3722857408096825
284,0.33441828671258694
285,0.2895903184783323
286,0.2405994751069673
287,0.19003742071741897
288,0.1402889958546098
289,0.09353169592907645
290,0.05173567018826771
291,0.016613720745609784
292,-0.011519935673010148
293,-0.03355447116055406
294,-0.05037160387371686
295,-0.06280545079752907
296,-0.07164119200376352
297,-0.07760126027309676
298,-0.08135089147118402
299,-0.0835075676452704
300,-0.08464116921653543
301,-0.08521363585520442
302,-0.08534433077842883
303,-0.08513037634429423
304,-0.0846526095654013
305,-0.08396580653214286
306,-0.08309982662685748
307,-0.08208609043722657
308,-0.08095832493567363
309,-0.0797254894555556
310,-0.07837048240802194
311,-0.07688269380711504
312,-0.07507395766277505
313,-0.07225093891635712
314,-0.06741223003781299
315,-0.059260305840952335
316,-0.046201399013906186
317,-0.02632197850653863
318,0.0027955912258171723
319,0.043685058605295264
320,0.09054495179548158
321,0.13636071710322187
322,0.17495581469031166
323,0.2009917185734821
324,0.2099679166244115
325,0.19822191056971794
326,0.16485605077227122
327,0.118337614853191
328,0.0679079569972018
329,0.02046796621999918
330,-0.019415366123755544
331,-0.04950894634041852
332,-0.06966126028936244
333,-0.08386718037469248
334,-0.10382564722407912
335,-0.1445892955545229
336,-0.2191646210003262
337,-0.2618335510508418
338,-0.1547005315770976
339,0.20508917678861127
340,0.7329457721338488
341,1.0596147479559757
342,0.8646229572062594
343,0.31141370432774823
344,-0.17755143527075992
345,-0.3930148806916364
346,-0.3722450175790608
347,-0.26447922956228725
348,-0.17066946347795894
349,-0.12966794878956103
350,-0.11540460057955848
351,-0.10689919382945008
352,-0.095505878471653
353,-0.08121269156761347
354,-0.06263263152842721
355,-0.038988300769567184
356,-0.009867208757035497
357,0.024794592458725787
358,0.06496103980175913
359,0.10976585123190535
360,0.15671517581294686
361,0.20326455928098353
362,0.24688380101804877
363,0.28505695405209425
364,0.31528232505700415
365,0.3350724743525831
366,0.3419639426729683
367,0.33488297697111186
368,0.3152325508325785
369,0.28484185931123557
370,0.24580892757801007
371,0.20050478053692872
372,0.15157344282510243
373,0.10193193881274445
374,0.054767448523253943
375,0.012465041340461886
376,-0.0243049768628741
377,-0.0551786897049883
378,-0.08009629549490746
379,-0.0992704873052011
380,-0.11323659292664794
381,-0.12286030266690325
382,-0.12929331939053632
383,-0.13328576740596196
384,-0.13537889167274947
385,-0.1360745157670764
386,-0.13577911259118502
387,-0.1348038044540616
388,-0.13337444773625107
389,-0.13165949260841905
390,-0.1297409611902092
391,-0.1275273401778443
392,-0.12500103774844368
393,-0.12249780828851259
394,-0.12021925203988898
395,-0.11821452609259472
396,-0.11638086531409597
397,-0.1144654228775354
398,-0.11205939844490764
399,-0.10857406078978483
400,-0.10325713014747825
401,-0.09527200821398864
402,-0.08321973407244392
403,-0.06384955603191177
404,-0.03525036472246712
405,0.002669911415028348
406,0.04818430612893166
407,0.09776026846251938
408,0.1456110293078578
409,0.182998275309962
410,0.2032626587282732
411,0.20290436562611602
412,0.18156839542406672
413,0.14373877369517565
414,0.09728440738840217
415,0.04930566799501719
416,0.005916399909691842
417,-0.029567850790240918
418,-0.05476916631076263
419,-0.06977472439974923
420,-0.08132769887795437
421,-0.10286012528370164
422,-0.16345803923007113
423,-0.268545250405377
424,-0.2668018716701574
425,-0.06677055281937264
426,0.3347052906449784
427,0.8487988472221002
428,1.13167073343338
429,0.8780527991683635
430,0.3107632716239937
431,-0.16300676299351466
432,-0.3596936620327034
433,-0.3227187995956314
434,-0.20467769293973112
435,-0.11631308090214922
436,-0.07629492444081698
437,-0.05935261500412523
438,-0.05112906809870712
439,-0.04214651172889856
440,-0.027396133903330636
441,-0.006340506845683226
442,0.018755283468923863
443,0.04927820018692846
444,0.08557318381383938
445,0.12720589090002157
446,0.17309476300688076
447,0.22151102670685138
448,0.2701927085816289
449,0.31658985398208095
450,0.3570934382479163
451,0.3886766540380697
452,0.4091167363573185
453,0.4169949606639454
454,0.4116966428697511
455,0.3933056176267856
456,0.3625164401434269
457,0.3226911745273879
458,0.2772928957571127
459,0.2293665048514047
460,0.18150806608086623
461,0.13588540484973888
462,0.09425714825320713
463,0.05797290792034631
464,0.02798497606427749
465,0.004775347579472068
466,-0.012492173844880949
467,-0.024870869710688574
468,-0.033320863253109435
469,-0.03870682708683321
470,-0.041758320234158874
471,-0.04307502025378919
472,-0.04316220633289752
473,-0.042431999391910946
474,-0.04120336208451113
475,-0.039702098797633124
476,-0.03806085565146619
477,-0.03631912049945371
478,-0.034397089264004865
479,-0.03218633726059
480,-0.029905806809093136
481,-0.02772079183126161
482,-0.025671076438629523
483,-0.023668611799110777
484,-0.021497516137000787
485,-0.018814074732975878
486,-0.015146739924093695
487,-0.009896131103792631
488,-0.002512086511315751
489,0.00887919815694114
490,0.027298159542925707
491,0.054430441374836006
492,0.09054153514501292
493,0.13447562485109157
494,0.18377908921956185
495,0.2335846630731855
496,0.27418894290387597
497,0.29828389261551
498,0.3020475160353767
499,0.28514385691417765
